	sequences per sample	iteration	D1	D3	WC	D5	SW	D4	D6	D2
alpha_rarefaction_16500_5.txt	16500	5	120.75052	75.37216	221.35618	45.08765	42.16497	34.94677	33.39869	84.66692
alpha_rarefaction_16500_6.txt	16500	6	120.84275	78.08033	222.39493	44.68524	41.71904	33.97084	32.90059	86.98976
alpha_rarefaction_16500_7.txt	16500	7	120.29123	77.15878	226.88753	45.26399	40.44358	35.18979	33.30993	88.50742
alpha_rarefaction_16500_8.txt	16500	8	119.279	77.19867	220.44341	45.40603	40.69432	35.25918	33.4499	86.87939
alpha_rarefaction_16500_9.txt	16500	9	120.22476	75.87919	223.57216	45.01922	39.98277	33.48734	32.55075	84.61153
alpha_rarefaction_17500_0.txt	17500	0	120.63081	77.50292	226.30622	45.14566	43.58769	34.57632	33.31007	84.92975
alpha_rarefaction_17500_1.txt	17500	1	121.88039	77.69738	225.29804	45.10027	41.30093	34.87192	34.75095	88.4395
alpha_rarefaction_17500_2.txt	17500	2	121.55156	76.57383	224.72074	44.8869	40.09337	34.00822	34.08152	85.38234
alpha_rarefaction_17500_3.txt	17500	3	121.51768	76.23457	230.91882	45.43015	41.24214	33.79754	35.66077	86.0022
alpha_rarefaction_17500_4.txt	17500	4	122.814	77.78187	224.53311	45.011	41.92716	34.0757	33.05719	87.41388
alpha_rarefaction_17500_5.txt	17500	5	118.38032	76.65728	226.39406	46.01118	40.03617	34.87807	35.1039	86.09273
alpha_rarefaction_17500_6.txt	17500	6	122.54366	76.18309	227.02663	45.02117	44.46452	35.46168	34.50525	88.27163
alpha_rarefaction_17500_7.txt	17500	7	120.81632	78.05887	231.64744	44.73688	40.75541	34.04859	34.78206	87.37589
alpha_rarefaction_17500_8.txt	17500	8	120.36076	76.70251	225.90799	45.58213	41.89099	35.78422	34.19512	88.41709
alpha_rarefaction_17500_9.txt	17500	9	120.39522	76.20267	227.72714	45.90213	41.94793	35.17085	35.13443	88.16098
alpha_rarefaction_18500_0.txt	18500	0	121.02911	77.1913	230.93526	45.01904	43.95508	34.17817	34.77844	87.32144
alpha_rarefaction_18500_1.txt	18500	1	120.89039	76.99207	233.42126	45.89363	42.68028	35.8598	33.7517	86.83915
alpha_rarefaction_18500_2.txt	18500	2	121.85154	77.47987	231.1175	45.19605	41.61367	35.71117	35.00013	86.97637
alpha_rarefaction_18500_3.txt	18500	3	122.56983	76.90296	233.46529	44.87596	41.82134	34.85847	33.20377	86.53294
alpha_rarefaction_18500_4.txt	18500	4	121.92178	77.74691	231.86143	44.60771	41.59207	35.31742	33.94106	86.39818
alpha_rarefaction_18500_5.txt	18500	5	122.13487	76.04936	227.6621	44.18117	40.39564	34.26079	33.9869	87.77435
alpha_rarefaction_18500_6.txt	18500	6	122.71218	78.96662	231.47344	46.22909	42.53914	35.45601	34.39437	89.83741
alpha_rarefaction_18500_7.txt	18500	7	122.50129	77.34452	229.18413	45.88084	40.67181	35.20697	33.78139	87.4826
alpha_rarefaction_18500_8.txt	18500	8	122.00997	78.33873	230.40816	44.51769	43.51161	34.73668	35.84579	87.54771
alpha_rarefaction_18500_9.txt	18500	9	120.14199	76.34256	230.74124	45.11212	43.85221	33.23036	32.9388	87.62664
alpha_rarefaction_19500_0.txt	19500	0	125.07399	78.33283	231.62238	45.9249	41.59494	35.73687	34.02398	89.27499
alpha_rarefaction_19500_1.txt	19500	1	124.32938	78.27791	234.77461	45.61222	40.96508	34.70508	33.75537	89.87878
alpha_rarefaction_19500_2.txt	19500	2	123.68797	78.18909	236.24295	45.88074	41.41258	36.35028	34.00523	87.88836
alpha_rarefaction_19500_3.txt	19500	3	123.71238	78.72415	237.51216	46.00295	40.72304	34.89077	34.12111	90.08579
alpha_rarefaction_19500_4.txt	19500	4	125.01121	77.22225	236.41281	44.71329	44.02813	35.47402	34.20354	90.38947
alpha_rarefaction_19500_5.txt	19500	5	123.658	78.04106	234.53508	45.62711	43.38091	35.33613	34.67904	90.99077
alpha_rarefaction_19500_6.txt	19500	6	122.90581	77.83021	237.39694	46.3324	42.6041	34.86667	34.66562	90.46901
alpha_rarefaction_19500_7.txt	19500	7	124.21051	78.36202	233.9386	45.62492	40.71907	35.88209	33.55015	89.59235
alpha_rarefaction_19500_8.txt	19500	8	121.04154	79.48822	237.20123	44.5128	42.46668	35.59266	34.57765	89.03824
alpha_rarefaction_19500_9.txt	19500	9	123.46662	79.65611	234.65593	45.04106	42.23852	34.43195	35.28727	90.11787
alpha_rarefaction_20500_0.txt	20500	0	122.57912	77.70989	237.1206	46.65933	42.24336	35.62972	34.37795	90.57557
alpha_rarefaction_20500_1.txt	20500	1	121.659	77.44741	239.51781	44.55001	42.28663	37.20524	34.17651	89.4815
alpha_rarefaction_20500_2.txt	20500	2	123.67388	77.93803	237.61371	46.26753	43.80813	35.67186	34.53798	91.43511
alpha_rarefaction_20500_3.txt	20500	3	122.4391	79.96126	238.08163	46.85301	42.38771	34.86363	34.00695	88.48296
