	sequences per sample	iteration	D1	D3	WC	D5	SW	D4	D6	D2
alpha_rarefaction_22500_5.txt	22500	5	1159.0	630.0	3232.0	315.0	468.0	241.0	285.0	797.0
alpha_rarefaction_22500_6.txt	22500	6	1170.0	632.0	3220.0	314.0	461.0	242.0	287.0	783.0
alpha_rarefaction_22500_7.txt	22500	7	1166.0	631.0	3209.0	322.0	463.0	237.0	282.0	783.0
alpha_rarefaction_22500_8.txt	22500	8	1165.0	631.0	3187.0	323.0	468.0	237.0	273.0	785.0
alpha_rarefaction_22500_9.txt	22500	9	1172.0	634.0	3172.0	322.0	477.0	238.0	293.0	810.0
alpha_rarefaction_23500_0.txt	23500	0	1177.0	640.0	3269.0	324.0	474.0	235.0	288.0	806.0
alpha_rarefaction_23500_1.txt	23500	1	1169.0	635.0	3277.0	320.0	475.0	239.0	290.0	797.0
alpha_rarefaction_23500_2.txt	23500	2	1178.0	634.0	3232.0	313.0	476.0	241.0	272.0	800.0
alpha_rarefaction_23500_3.txt	23500	3	1171.0	639.0	3284.0	319.0	473.0	232.0	294.0	803.0
alpha_rarefaction_23500_4.txt	23500	4	1166.0	634.0	3234.0	332.0	472.0	244.0	289.0	790.0
alpha_rarefaction_23500_5.txt	23500	5	1163.0	640.0	3256.0	326.0	469.0	244.0	283.0	809.0
alpha_rarefaction_23500_6.txt	23500	6	1169.0	632.0	3206.0	319.0	460.0	244.0	280.0	792.0
alpha_rarefaction_23500_7.txt	23500	7	1155.0	636.0	3277.0	325.0	470.0	247.0	282.0	822.0
alpha_rarefaction_23500_8.txt	23500	8	1174.0	645.0	3251.0	316.0	469.0	239.0	286.0	797.0
alpha_rarefaction_23500_9.txt	23500	9	1179.0	634.0	3244.0	315.0	472.0	245.0	294.0	787.0
alpha_rarefaction_24500_0.txt	24500	0	1184.0	646.0	3289.0	315.0	461.0	246.0	300.0	799.0
alpha_rarefaction_24500_1.txt	24500	1	1184.0	643.0	3277.0	321.0	473.0	245.0	301.0	798.0
alpha_rarefaction_24500_2.txt	24500	2	1167.0	647.0	3292.0	319.0	461.0	241.0	297.0	793.0
alpha_rarefaction_24500_3.txt	24500	3	1164.0	633.0	3294.0	316.0	478.0	249.0	292.0	800.0
